,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,Total_booking
724,07-10-2012 09:00,Winter,0,0," Light Snow, Light Rain",16.4,20.455,71,8.9981,52
8355,15-10-2012 01:00,Winter,0,1, Mist + Cloudy ,23.78,27.275,64,26.0027,52
7604,17-10-2012 07:00,Winter,0,1, Clear + Few clouds,14.76,18.18,81,7.0015,52
3766,19-10-2012 22:00,Winter,0,1, Clear + Few clouds,20.5,24.24,77,6.0032,52
2255,01-11-2012 11:00,Winter,0,1," Light Snow, Light Rain",14.76,17.425,62,12.998,52
6543,18-11-2012 15:00,Winter,0,0, Clear + Few clouds,17.22,21.21,54,19.0012,52
7581,02-12-2012 15:00,Winter,0,0, Clear + Few clouds,18.04,21.97,67,8.9981,52
8161,05-12-2012 16:00,Winter,0,1, Clear + Few clouds,18.86,22.725,33,19.0012,52
5661,18-03-2011 18:00,Spring,0,1, Clear + Few clouds,27.88,31.82,39,11.0014,53
5706,18-04-2011 19:00,Summer,0,1, Clear + Few clouds,22.96,26.515,46,16.9979,53
5374,04-06-2011 08:00,Summer,0,0, Clear + Few clouds,24.6,31.06,46,6.0032,53
6834,13-06-2011 06:00,Summer,0,1, Clear + Few clouds,22.14,25.76,64,27.9993,53
1869,08-09-2011 04:00,Fall,0,1, Mist + Cloudy ,25.42,27.275,94,6.0032,53
7840,13-10-2011 10:00,Winter,0,1," Light Snow, Light Rain",22.96,26.515,100,8.9981,53
1938,17-10-2011 11:00,Winter,0,1, Clear + Few clouds,22.96,26.515,43,0,53
2321,11-12-2011 11:00,Winter,0,0, Clear + Few clouds,10.66,15.15,35,0,53
6389,02-01-2012 00:00,Spring,1,0, Clear + Few clouds,16.4,20.455,40,31.0009,53
6365,18-01-2012 23:00,Spring,0,1, Clear + Few clouds,6.56,6.82,47,19.9995,53
1536,08-02-2012 00:00,Spring,0,1, Clear + Few clouds,12.3,14.395,56,15.0013,53
1188,15-04-2012 23:00,Summer,0,0, Clear + Few clouds,27.06,31.06,50,26.0027,53
3310,16-04-2012 13:00,Summer,1,0, Clear + Few clouds,30.34,33.335,45,19.9995,53
526,16-05-2012 22:00,Summer,0,1, Clear + Few clouds,26.24,30.305,73,11.0014,53
7378,05-06-2012 08:00,Summer,0,1, Mist + Cloudy ,19.68,23.485,77,15.0013,53
2364,16-06-2012 20:00,Summer,0,0, Mist + Cloudy ,27.06,31.06,47,12.998,53
2207,18-06-2012 12:00,Summer,0,1," Light Snow, Light Rain",22.96,26.515,78,8.9981,53
5291,18-06-2012 23:00,Summer,0,1," Light Snow, Light Rain",24.6,28.79,78,12.998,53
6534,06-07-2012 23:00,Fall,0,1, Clear + Few clouds,32.8,39.395,63,7.0015,53
6056,08-07-2012 19:00,Fall,0,0, Clear + Few clouds,31.98,37.12,62,11.0014,53
408,05-08-2012 11:00,Fall,0,0, Clear + Few clouds,33.62,39.395,56,27.9993,53
5943,03-10-2012 23:00,Winter,0,1, Mist + Cloudy ,27.06,30.305,78,0,53
3378,10-10-2012 10:00,Winter,0,1, Clear + Few clouds,22.96,26.515,52,19.9995,53
7208,18-10-2012 19:00,Winter,0,1, Mist + Cloudy ,22.96,26.515,68,19.9995,53
6937,02-11-2012 16:00,Winter,0,1, Clear + Few clouds,15.58,19.695,40,22.0028,53
906,02-03-2011 16:00,Spring,0,1, Clear + Few clouds,22.14,25.76,19,22.0028,54
4893,18-05-2011 15:00,Summer,0,1, Clear + Few clouds,24.6,28.79,78,16.9979,54
6113,12-06-2011 07:00,Summer,0,0, Clear + Few clouds,26.24,29.545,78,7.0015,54
8696,19-09-2011 19:00,Fall,0,1, Mist + Cloudy ,22.96,26.515,68,7.0015,54
1285,08-10-2011 04:00,Winter,0,0, Clear + Few clouds,17.22,21.21,94,8.9981,54
7268,18-10-2011 21:00,Winter,0,1, Mist + Cloudy ,22.14,25.76,68,8.9981,54
4835,07-12-2011 00:00,Winter,0,1, Clear + Few clouds,18.04,21.97,100,12.998,54
2930,09-12-2011 07:00,Winter,0,1, Clear + Few clouds,9.02,12.88,75,6.0032,54
1563,03-04-2012 13:00,Summer,0,1, Clear + Few clouds,22.96,26.515,19,16.9979,54
5401,13-04-2012 19:00,Summer,0,1, Clear + Few clouds,22.14,25.76,24,11.0014,54
3889,18-04-2012 01:00,Summer,0,1, Clear + Few clouds,21.32,25,34,12.998,54
5089,01-05-2012 11:00,Summer,0,1, Mist + Cloudy ,27.06,31.06,65,19.0012,54
5841,03-06-2012 14:00,Summer,0,0, Clear + Few clouds,27.88,31.82,36,22.0028,54
2954,08-06-2012 20:00,Summer,0,1, Clear + Few clouds,29.52,32.575,32,8.9981,54
3007,10-06-2012 09:00,Summer,0,0, Clear + Few clouds,28.7,32.575,58,0,54
3665,16-06-2012 13:00,Summer,0,0, Clear + Few clouds,29.52,32.575,34,11.0014,54
3939,18-06-2012 15:00,Summer,0,1, Mist + Cloudy ,24.6,29.545,69,12.998,54
942,11-07-2012 06:00,Fall,0,1, Clear + Few clouds,26.24,28.79,89,8.9981,54
2901,19-07-2012 09:00,Fall,0,1, Mist + Cloudy ,31.16,35.605,58,19.0012,54
6671,19-09-2012 12:00,Fall,0,1, Clear + Few clouds,24.6,31.06,43,16.9979,54
3656,06-10-2012 13:00,Winter,0,0, Mist + Cloudy ,26.24,31.06,57,35.0008,54
8063,07-10-2012 03:00,Winter,0,0, Mist + Cloudy ,18.04,21.97,62,8.9981,54
7676,08-10-2012 09:00,Winter,1,0, Mist + Cloudy ,15.58,19.695,66,11.0014,54
1062,09-10-2012 04:00,Winter,0,1," Light Snow, Light Rain",14.76,17.425,87,11.0014,54
6462,14-10-2012 18:00,Winter,0,0, Clear + Few clouds,23.78,27.275,60,16.9979,54
2006,09-11-2012 14:00,Winter,0,1, Clear + Few clouds,18.86,22.725,38,12.998,54
1801,04-01-2011 02:00,Spring,0,1, Clear + Few clouds,5.74,7.575,63,8.9981,55
6679,06-05-2011 14:00,Summer,0,1, Clear + Few clouds,24.6,31.06,40,30.0026,55
7140,03-06-2011 07:00,Summer,0,1, Clear + Few clouds,22.14,25.76,45,16.9979,55
6135,16-06-2011 05:00,Summer,0,1, Clear + Few clouds,24.6,30.305,64,12.998,55
3619,16-06-2011 14:00,Summer,0,1, Mist + Cloudy ,29.52,33.335,54,22.0028,55
6575,16-07-2011 01:00,Fall,0,0, Clear + Few clouds,24.6,29.545,69,7.0015,55
2140,13-08-2011 09:00,Fall,0,0, Mist + Cloudy ,28.7,33.335,74,11.0014,55
8315,19-08-2011 01:00,Fall,0,1," Light Snow, Light Rain",26.24,28.79,89,0,55
8207,08-09-2011 21:00,Fall,0,1," Light Snow, Light Rain",26.24,28.03,94,7.0015,55
3542,17-09-2011 02:00,Fall,0,0, Clear + Few clouds,18.86,22.725,82,6.0032,55
505,17-10-2011 04:00,Winter,0,1, Clear + Few clouds,21.32,25,59,11.0014,55
1713,04-11-2011 04:00,Winter,0,1, Mist + Cloudy ,15.58,19.695,87,6.0032,55
6146,06-11-2011 02:00,Winter,0,0, Clear + Few clouds,10.66,15.15,81,0,55
5610,09-12-2011 10:00,Winter,0,1, Mist + Cloudy ,12.3,15.15,70,11.0014,55
962,08-02-2012 12:00,Spring,0,1, Mist + Cloudy ,11.48,12.88,65,19.0012,55
8302,18-02-2012 10:00,Spring,0,0, Clear + Few clouds,10.66,13.635,81,7.0015,55
4297,08-03-2012 07:00,Spring,0,1, Clear + Few clouds,17.22,21.21,77,23.9994,55
4325,07-06-2012 08:00,Summer,0,1, Clear + Few clouds,21.32,25,77,0,55
2824,16-09-2012 06:00,Fall,0,0, Clear + Few clouds,20.5,24.24,72,0,55
761,14-10-2012 14:00,Winter,0,0, Clear + Few clouds,27.06,31.06,39,27.9993,55
7478,03-11-2012 09:00,Winter,0,0, Mist + Cloudy ,13.94,15.15,49,19.9995,55
5076,09-12-2012 16:00,Winter,0,0," Light Snow, Light Rain",14.76,17.425,93,11.0014,55
3798,13-01-2011 21:00,Spring,0,1, Clear + Few clouds,5.74,6.06,46,19.9995,56
853,16-01-2011 20:00,Spring,0,0, Clear + Few clouds,7.38,9.85,47,11.0014,56
4996,04-02-2011 10:00,Spring,0,1, Mist + Cloudy ,8.2,10.605,51,8.9981,56
1971,08-04-2011 01:00,Summer,0,1, Mist + Cloudy ,13.94,16.665,76,8.9981,56
8580,01-06-2011 00:00,Summer,0,1, Clear + Few clouds,28.7,33.335,79,11.0014,56
348,02-09-2011 05:00,Fall,0,1, Mist + Cloudy ,24.6,28.03,83,8.9981,56
6287,03-11-2011 16:00,Winter,0,1, Clear + Few clouds,21.32,25,48,12.998,56
5237,05-03-2012 16:00,Spring,0,1, Clear + Few clouds,12.3,13.635,45,19.9995,56
4704,15-04-2012 16:00,Summer,0,0, Clear + Few clouds,29.52,32.575,39,23.9994,56
4083,14-05-2012 16:00,Summer,0,1," Light Snow, Light Rain",25.42,30.305,69,19.0012,56
1067,03-08-2012 07:00,Fall,0,1, Clear + Few clouds,28.7,33.335,74,7.0015,56
1394,15-08-2012 22:00,Fall,0,1, Clear + Few clouds,28.7,32.575,61,11.0014,56
47,11-09-2012 12:00,Fall,0,1, Clear + Few clouds,26.24,31.06,33,0,56
4971,09-10-2012 21:00,Winter,0,1, Mist + Cloudy ,19.68,23.485,77,8.9981,56
929,18-10-2012 06:00,Winter,0,1, Clear + Few clouds,18.04,21.97,88,19.9995,56
2458,06-11-2012 21:00,Winter,0,1, Mist + Cloudy ,12.3,14.395,56,16.9979,56
7830,06-12-2012 15:00,Winter,0,1, Clear + Few clouds,13.12,17.425,39,0,56
7373,06-12-2012 18:00,Winter,0,1, Clear + Few clouds,11.48,13.635,45,11.0014,56
5847,19-12-2012 02:00,Winter,0,1, Clear + Few clouds,11.48,15.15,65,6.0032,56
6223,18-02-2011 10:00,Spring,0,1, Mist + Cloudy ,18.04,21.97,72,15.0013,57
4522,04-03-2011 15:00,Spring,0,1, Clear + Few clouds,14.76,16.665,40,19.9995,57
4247,09-04-2011 00:00,Summer,0,0, Mist + Cloudy ,12.3,14.395,87,15.0013,57
4607,15-04-2011 10:00,Summer,1,0, Clear + Few clouds,20.5,24.24,55,12.998,57
6160,07-05-2011 23:00,Summer,0,0, Clear + Few clouds,20.5,24.24,59,7.0015,57
719,18-07-2011 21:00,Fall,0,1, Clear + Few clouds,30.34,34.85,66,12.998,57
7804,04-10-2011 12:00,Winter,0,1, Clear + Few clouds,22.96,26.515,56,19.9995,57
8668,10-02-2012 08:00,Spring,0,1, Clear + Few clouds,8.2,10.605,59,11.0014,57
7343,01-03-2012 11:00,Spring,0,1, Clear + Few clouds,22.96,26.515,43,12.998,57
3489,17-04-2012 09:00,Summer,0,1, Clear + Few clouds,24.6,31.06,38,32.9975,57
1336,07-08-2012 17:00,Fall,0,1, Mist + Cloudy ,31.98,37.12,62,8.9981,57
1282,10-08-2012 10:00,Fall,0,1, Clear + Few clouds,27.06,29.545,89,7.0015,57
852,09-09-2012 00:00,Fall,0,0, Mist + Cloudy ,22.96,26.515,73,12.998,57
3341,18-09-2012 16:00,Fall,0,1," Light Snow, Light Rain",24.6,27.275,88,19.9995,57
5958,09-10-2012 08:00,Winter,0,1, Mist + Cloudy ,17.22,21.21,80,12.998,57
7098,11-10-2012 10:00,Winter,0,1, Clear + Few clouds,18.04,21.97,41,23.9994,57
2499,03-11-2012 16:00,Winter,0,0, Mist + Cloudy ,14.76,16.665,46,22.0028,57
4848,04-11-2012 00:00,Winter,0,0, Clear + Few clouds,12.3,15.91,61,7.0015,57
7578,14-11-2012 02:00,Winter,0,1, Clear + Few clouds,9.84,10.605,60,19.9995,57
4420,11-01-2011 02:00,Spring,0,1, Mist + Cloudy ,6.56,7.575,55,12.998,58
2826,08-03-2011 19:00,Spring,0,1, Clear + Few clouds,13.94,17.425,31,7.0015,58
7474,06-07-2011 23:00,Fall,0,1, Clear + Few clouds,27.88,31.82,83,15.0013,58
7220,09-07-2011 19:00,Fall,0,0, Clear + Few clouds,31.16,34.85,55,11.0014,58
5989,13-07-2011 16:00,Fall,0,1, Mist + Cloudy ,27.06,29.545,89,0,58
4370,04-10-2011 09:00,Winter,0,1, Clear + Few clouds,18.86,22.725,67,16.9979,58
5053,05-02-2012 20:00,Spring,0,0, Clear + Few clouds,11.48,13.635,56,12.998,58
4657,02-03-2012 16:00,Spring,0,1," Light Snow, Light Rain",16.4,20.455,58,19.9995,58
3132,06-04-2012 18:00,Summer,0,1, Clear + Few clouds,20.5,24.24,22,31.0009,58
7946,04-05-2012 09:00,Summer,0,1, Clear + Few clouds,24.6,28.79,78,0,58
8299,11-09-2012 17:00,Fall,0,1, Clear + Few clouds,28.7,31.82,28,0,58
5698,08-11-2012 18:00,Winter,0,1, Clear + Few clouds,16.4,20.455,24,27.9993,58
7614,11-12-2012 13:00,Winter,0,1, Mist + Cloudy ,15.58,19.695,50,15.0013,58
5707,02-01-2011 18:00,Spring,0,0, Mist + Cloudy ,14.76,16.665,46,22.0028,59
459,05-01-2011 07:00,Spring,0,1, Clear + Few clouds,7.38,9.09,43,12.998,59
248,03-02-2011 22:00,Spring,0,1, Clear + Few clouds,7.38,10.605,51,6.0032,59
7744,07-04-2011 04:00,Summer,0,1, Clear + Few clouds,13.94,16.665,76,12.998,59
8090,07-04-2011 16:00,Summer,0,1, Clear + Few clouds,24.6,31.06,35,0,59
4663,09-04-2011 02:00,Summer,0,0, Mist + Cloudy ,13.12,15.15,87,15.0013,59
1758,15-04-2011 00:00,Summer,1,0, Clear + Few clouds,18.04,21.97,67,0,59
2235,17-06-2011 18:00,Summer,0,1," Light Snow, Light Rain",31.16,34.09,40,12.998,59
1898,18-07-2011 10:00,Fall,0,1, Clear + Few clouds,31.16,35.605,62,12.998,59
1006,01-08-2011 17:00,Fall,0,1, Clear + Few clouds,31.16,34.09,45,19.9995,59
7640,19-08-2011 19:00,Fall,0,1," Light Snow, Light Rain",25.42,29.545,73,31.0009,59
1223,04-10-2011 16:00,Winter,0,1, Clear + Few clouds,23.78,27.275,56,22.0028,59
1586,09-10-2011 05:00,Winter,0,0, Clear + Few clouds,18.04,21.97,88,0,59
8101,02-11-2011 22:00,Winter,0,1, Clear + Few clouds,14.76,17.425,71,8.9981,59
834,05-01-2012 14:00,Spring,0,1, Clear + Few clouds,13.94,15.91,39,19.0012,59
2565,09-02-2012 06:00,Spring,0,1, Clear + Few clouds,8.2,9.09,75,19.0012,59
2727,15-02-2012 22:00,Spring,0,1, Clear + Few clouds,13.94,17.425,49,7.0015,59
6398,07-03-2012 05:00,Spring,0,1, Clear + Few clouds,11.48,12.88,56,19.9995,59
2780,19-03-2012 15:00,Spring,0,1, Clear + Few clouds,26.24,31.06,57,15.0013,59
5129,19-07-2012 01:00,Fall,0,1, Clear + Few clouds,30.34,34.85,66,6.0032,59
5191,09-11-2012 05:00,Winter,0,1, Clear + Few clouds,12.3,14.395,56,12.998,59
8240,19-11-2012 15:00,Winter,0,1, Clear + Few clouds,18.04,21.97,54,12.998,59
2523,04-02-2011 09:00,Spring,0,1, Mist + Cloudy ,6.56,9.09,80,8.9981,60
8406,03-04-2011 05:00,Summer,0,0, Clear + Few clouds,11.48,13.635,65,15.0013,60
7858,14-04-2011 23:00,Summer,0,1, Clear + Few clouds,18.86,22.725,59,7.0015,60
3308,04-05-2011 05:00,Summer,0,1," Light Snow, Light Rain",14.76,16.665,87,22.0028,60
6596,08-06-2011 06:00,Summer,0,1, Clear + Few clouds,26.24,28.79,89,8.9981,60
8134,02-07-2011 02:00,Fall,0,0, Clear + Few clouds,26.24,31.06,53,0,60
4166,05-07-2011 01:00,Fall,0,1, Clear + Few clouds,28.7,32.575,65,7.0015,60
3104,04-08-2011 17:00,Fall,0,1, Clear + Few clouds,31.16,35.605,62,22.0028,60
4387,04-09-2011 22:00,Fall,0,0, Mist + Cloudy ,29.52,34.85,74,19.0012,60
7162,11-09-2011 02:00,Fall,0,0, Mist + Cloudy ,25.42,29.545,78,12.998,60
8320,12-11-2011 15:00,Winter,0,0, Clear + Few clouds,21.32,25,29,19.0012,60
4774,08-12-2011 20:00,Winter,0,1, Clear + Few clouds,10.66,13.635,60,7.0015,60
2392,04-03-2012 20:00,Spring,0,0, Clear + Few clouds,11.48,13.635,38,16.9979,60
3297,07-06-2012 01:00,Summer,0,1, Clear + Few clouds,21.32,25,77,11.0014,60
6401,19-06-2012 17:00,Summer,0,1, Clear + Few clouds,32.8,37.88,55,12.998,60
2583,10-08-2012 01:00,Fall,0,1, Clear + Few clouds,28.7,32.575,65,7.0015,60
467,01-11-2012 15:00,Winter,0,1, Mist + Cloudy ,16.4,20.455,54,11.0014,60
8700,10-11-2012 23:00,Winter,0,0, Clear + Few clouds,14.76,18.18,71,7.0015,60
593,17-11-2012 14:00,Winter,0,0, Clear + Few clouds,17.22,21.21,38,12.998,60
7797,11-12-2012 21:00,Winter,0,1, Clear + Few clouds,13.12,15.91,53,12.998,60
3363,12-12-2012 16:00,Winter,0,1, Mist + Cloudy ,13.94,16.665,46,8.9981,60
3061,14-12-2012 04:00,Winter,0,1, Clear + Few clouds,8.2,11.365,75,6.0032,60
1024,11-02-2011 18:00,Spring,0,1, Clear + Few clouds,11.48,15.91,28,0,61
8194,01-11-2011 09:00,Winter,0,1, Clear + Few clouds,16.4,20.455,66,11.0014,61
3826,17-11-2011 20:00,Winter,0,1, Clear + Few clouds,12.3,14.395,42,19.0012,61
6826,11-12-2011 22:00,Winter,0,0, Clear + Few clouds,9.02,13.635,55,0,61
7940,01-01-2012 14:00,Spring,0,0, Clear + Few clouds,18.04,21.97,54,19.9995,61
1557,01-04-2012 03:00,Summer,0,0, Mist + Cloudy ,13.94,16.665,81,8.9981,61
7891,04-04-2012 22:00,Summer,0,1, Clear + Few clouds,22.96,26.515,22,11.0014,61
27,02-05-2012 18:00,Summer,0,1, Clear + Few clouds,22.96,26.515,73,15.0013,61
4002,01-06-2012 15:00,Summer,0,1," Light Snow, Light Rain",29.52,34.09,66,19.0012,61
6906,05-06-2012 01:00,Summer,0,1, Mist + Cloudy ,21.32,25,77,22.0028,61
1649,05-06-2012 16:00,Summer,0,1, Clear + Few clouds,24.6,31.06,43,12.998,61
3864,17-06-2012 21:00,Summer,0,0, Clear + Few clouds,25.42,31.06,57,12.998,61
8484,02-08-2012 21:00,Fall,0,1, Clear + Few clouds,31.16,36.365,66,15.0013,61
2063,13-08-2012 15:00,Fall,0,1, Clear + Few clouds,33.62,36.365,34,15.0013,61
727,15-08-2012 08:00,Fall,0,1, Mist + Cloudy ,28.7,32.575,65,19.0012,61
3431,09-10-2012 22:00,Winter,0,1, Mist + Cloudy ,19.68,23.485,77,6.0032,61
4107,19-12-2012 10:00,Winter,0,1, Clear + Few clouds,13.12,16.665,70,7.0015,61
1613,06-01-2011 22:00,Spring,0,1, Mist + Cloudy ,9.02,10.605,51,19.0012,62
5546,11-01-2011 15:00,Spring,0,1, Mist + Cloudy ,6.56,9.85,80,6.0032,62
6416,17-01-2011 05:00,Spring,1,0, Mist + Cloudy ,7.38,9.85,43,11.0014,62
5108,18-01-2011 17:00,Spring,0,1, Mist + Cloudy ,9.02,11.365,82,12.998,62
527,11-02-2011 23:00,Spring,0,1, Clear + Few clouds,7.38,12.12,69,0,62
1776,13-02-2011 15:00,Spring,0,0, Mist + Cloudy ,16.4,20.455,30,19.9995,62
6003,18-02-2011 06:00,Spring,0,1, Mist + Cloudy ,18.04,21.97,72,11.0014,62
4589,18-03-2011 01:00,Spring,0,1, Clear + Few clouds,16.4,20.455,62,16.9979,62
7979,09-04-2011 20:00,Summer,0,0, Mist + Cloudy ,15.58,19.695,87,11.0014,62
1929,11-05-2011 13:00,Summer,0,1, Clear + Few clouds,25.42,31.06,50,0,62
6407,11-06-2011 15:00,Summer,0,0, Clear + Few clouds,33.62,38.635,49,7.0015,62
4712,06-10-2011 21:00,Winter,0,1, Clear + Few clouds,18.86,22.725,88,6.0032,62
144,09-11-2011 08:00,Winter,0,1, Clear + Few clouds,13.12,17.425,93,0,62
4815,11-11-2011 07:00,Winter,1,0, Clear + Few clouds,11.48,13.635,45,16.9979,62
2795,12-12-2011 23:00,Winter,0,1, Clear + Few clouds,9.84,14.395,75,0,62
2803,14-12-2011 14:00,Winter,0,1, Mist + Cloudy ,15.58,19.695,54,6.0032,62
5028,04-02-2012 01:00,Spring,0,0, Clear + Few clouds,10.66,13.635,70,7.0015,62
1170,12-02-2012 21:00,Spring,0,0, Clear + Few clouds,5.74,6.06,43,19.9995,62
873,02-03-2012 12:00,Spring,0,1, Clear + Few clouds,16.4,20.455,43,11.0014,62
930,12-05-2012 02:00,Summer,0,0, Clear + Few clouds,18.86,22.725,59,8.9981,62
7428,13-05-2012 20:00,Summer,0,0, Mist + Cloudy ,27.06,31.06,50,19.0012,62
4681,07-06-2012 21:00,Summer,0,1, Clear + Few clouds,25.42,31.06,41,22.0028,62
1794,08-06-2012 07:00,Summer,0,1, Clear + Few clouds,21.32,25,72,7.0015,62
5934,02-07-2012 02:00,Fall,0,1, Mist + Cloudy ,30.34,33.335,51,16.9979,62
3012,18-07-2012 02:00,Fall,0,1, Clear + Few clouds,30.34,34.85,66,8.9981,62
5646,03-08-2012 15:00,Fall,0,1, Clear + Few clouds,36.08,40.91,42,16.9979,62
5580,11-08-2012 22:00,Fall,0,0, Mist + Cloudy ,27.06,29.545,89,11.0014,62
859,03-09-2012 17:00,Fall,1,0, Clear + Few clouds,30.34,34.85,70,8.9981,62
7202,19-09-2012 16:00,Fall,0,1, Clear + Few clouds,25.42,31.06,35,0,62
4558,05-10-2012 03:00,Winter,0,1, Clear + Few clouds,22.14,25.76,73,0,62
4231,10-11-2012 08:00,Winter,0,0, Clear + Few clouds,13.12,17.425,76,0,62
957,15-12-2012 21:00,Winter,0,0, Clear + Few clouds,14.76,17.425,62,8.9981,62
7190,15-01-2011 15:00,Spring,0,0, Mist + Cloudy ,13.12,15.91,36,12.998,63
2506,09-02-2011 06:00,Spring,0,1, Clear + Few clouds,2.46,7.575,45,0,63
4160,03-03-2011 21:00,Spring,0,1, Clear + Few clouds,7.38,10.605,40,7.0015,63
2733,17-03-2011 16:00,Spring,0,1, Clear + Few clouds,20.5,24.24,48,19.0012,63
1159,05-05-2011 11:00,Summer,0,1, Clear + Few clouds,21.32,25,36,30.0026,63
8689,19-07-2011 16:00,Fall,0,1, Clear + Few clouds,36.9,42.425,42,19.9995,63
5232,06-08-2011 03:00,Fall,0,0, Mist + Cloudy ,27.06,30.305,78,11.0014,63
1858,13-09-2011 23:00,Fall,0,1, Clear + Few clouds,26.24,29.545,78,7.0015,63
3127,14-09-2011 22:00,Fall,0,1, Mist + Cloudy ,27.06,31.06,65,8.9981,63
5223,13-10-2011 00:00,Winter,0,1, Mist + Cloudy ,22.14,25.76,94,8.9981,63
2679,19-10-2011 01:00,Winter,0,1, Mist + Cloudy ,21.32,25,77,12.998,63
8690,11-12-2011 21:00,Winter,0,0, Clear + Few clouds,9.02,13.635,55,0,63
5997,12-02-2012 19:00,Spring,0,0, Clear + Few clouds,6.56,6.82,40,19.0012,63
2854,13-03-2012 03:00,Spring,0,1," Light Snow, Light Rain",21.32,25,72,19.9995,63
5133,06-05-2012 16:00,Summer,0,0, Mist + Cloudy ,25.42,30.305,61,0,63
6326,10-05-2012 20:00,Summer,0,1, Clear + Few clouds,21.32,25,40,22.0028,63
2436,16-05-2012 10:00,Summer,0,1, Clear + Few clouds,27.06,31.06,61,0,63
5865,12-06-2012 16:00,Summer,0,1, Mist + Cloudy ,27.06,29.545,89,19.0012,63
4072,06-07-2012 10:00,Fall,0,1, Clear + Few clouds,35.26,37.12,30,0,63
4144,08-08-2012 11:00,Fall,0,1, Mist + Cloudy ,32.8,37.12,52,0,63
4853,10-10-2012 17:00,Winter,0,1, Clear + Few clouds,23.78,27.275,43,15.0013,63
5789,09-12-2012 00:00,Winter,0,0, Mist + Cloudy ,16.4,20.455,87,8.9981,63
2698,13-01-2011 18:00,Spring,0,1, Clear + Few clouds,8.2,9.09,40,22.0028,64
4381,07-02-2011 03:00,Spring,0,1, Clear + Few clouds,8.2,12.88,86,0,64
6766,10-02-2011 07:00,Spring,0,1, Clear + Few clouds,4.1,3.79,50,27.9993,64
1912,05-03-2011 18:00,Spring,0,0, Mist + Cloudy ,19.68,23.485,59,22.0028,64
5410,10-03-2011 14:00,Spring,0,1," Light Snow, Light Rain",18.04,21.97,0,19.9995,64
4551,09-04-2011 10:00,Summer,0,0, Mist + Cloudy ,13.94,16.665,87,8.9981,64
4694,14-07-2011 05:00,Fall,0,1, Clear + Few clouds,24.6,31.06,56,15.0013,64
3610,01-08-2011 08:00,Fall,0,1, Clear + Few clouds,32.8,36.365,43,12.998,64
818,15-08-2011 17:00,Fall,0,1, Clear + Few clouds,30.34,33.335,51,19.0012,64
7081,10-09-2011 17:00,Fall,0,0, Clear + Few clouds,30.34,34.09,55,15.0013,64
1866,17-09-2011 23:00,Fall,0,0, Clear + Few clouds,18.86,22.725,82,11.0014,64
8116,01-10-2011 18:00,Winter,0,0," Light Snow, Light Rain",15.58,19.695,87,15.0013,64
4902,10-10-2011 21:00,Winter,1,0, Clear + Few clouds,22.96,26.515,88,6.0032,64
6048,14-10-2011 21:00,Winter,0,1, Clear + Few clouds,20.5,24.24,45,12.998,64
2555,19-10-2011 05:00,Winter,0,1," Light Snow, Light Rain",20.5,24.24,100,7.0015,64
8045,19-10-2011 12:00,Winter,0,1," Light Snow, Light Rain",21.32,25,94,22.0028,64
4666,12-11-2011 17:00,Winter,0,0, Clear + Few clouds,20.5,24.24,34,16.9979,64
601,15-11-2011 21:00,Winter,0,1, Mist + Cloudy ,20.5,24.24,77,6.0032,64
3593,09-12-2011 23:00,Winter,0,1, Clear + Few clouds,11.48,15.91,81,0,64
3788,16-02-2012 10:00,Spring,0,1," Light Snow, Light Rain",13.12,16.665,70,8.9981,64
1525,16-02-2012 20:00,Spring,0,1, Mist + Cloudy ,13.12,16.665,87,8.9981,64
4418,19-04-2012 20:00,Summer,0,1, Clear + Few clouds,22.96,26.515,49,15.0013,64
770,18-05-2012 13:00,Summer,0,1, Clear + Few clouds,26.24,31.06,36,11.0014,64
952,10-06-2012 06:00,Summer,0,0, Clear + Few clouds,25.42,29.545,73,0,64
5067,02-09-2012 20:00,Fall,0,0, Mist + Cloudy ,28.7,33.335,84,11.0014,64
3269,05-09-2012 23:00,Fall,0,1, Clear + Few clouds,28.7,33.335,84,6.0032,64
709,18-09-2012 00:00,Fall,0,1," Light Snow, Light Rain",24.6,25.76,94,16.9979,64
7482,19-09-2012 03:00,Fall,0,1, Mist + Cloudy ,21.32,25,63,16.9979,64
2550,16-10-2012 08:00,Winter,0,1, Clear + Few clouds,18.04,21.97,62,0,64
2232,18-10-2012 05:00,Winter,0,1, Clear + Few clouds,18.04,21.97,82,15.0013,64
8623,18-10-2012 16:00,Winter,0,1, Clear + Few clouds,24.6,31.06,56,19.0012,64
6348,03-11-2012 15:00,Winter,0,0, Mist + Cloudy ,14.76,15.91,46,30.0026,64
4056,19-11-2012 04:00,Winter,0,1, Mist + Cloudy ,14.76,17.425,66,15.0013,64
7332,06-02-2011 16:00,Spring,0,0, Clear + Few clouds,13.94,17.425,49,7.0015,65
7649,14-02-2011 12:00,Spring,0,1, Clear + Few clouds,22.96,26.515,22,30.0026,65
1529,13-09-2011 11:00,Fall,0,1, Clear + Few clouds,28.7,32.575,61,11.0014,65
5165,05-12-2011 14:00,Winter,0,1, Mist + Cloudy ,18.86,22.725,67,0,65
2036,07-01-2012 20:00,Spring,0,0, Clear + Few clouds,20.5,24.24,39,16.9979,65
7058,14-03-2012 02:00,Spring,0,1, Clear + Few clouds,20.5,24.24,68,12.998,65
