datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,Total_booking
07-07-11,Fall,0,1, Clear + Few clouds,35.26,38.635,39,15.0013,265
01-05-12,Spring,0,1, Clear + Few clouds,13.94,17.425,34,6.0032,265
6/14/2012 12:00,Summer,0,1, Mist + Cloudy ,27.06,31.06,61,15.0013,265
05-03-11,Summer,0,1, Mist + Cloudy ,22.14,25.76,88,15.0013,265
08-12-11,Fall,0,1, Clear + Few clouds,26.24,31.06,44,11.0014,264
5/15/2012 12:00,Summer,0,1, Clear + Few clouds,26.24,30.305,73,12.998,264
4/19/2012 12:00,Summer,0,1, Clear + Few clouds,22.14,25.76,49,0,264
02-01-12,Spring,0,1, Clear + Few clouds,21.32,25,52,11.0014,264
06-11-11,Summer,0,0, Clear + Few clouds,28.7,32.575,65,12.998,264
12-09-11,Winter,0,1, Clear + Few clouds,10.66,14.395,81,6.0032,264
07-09-11,Fall,0,0, Clear + Few clouds,31.16,34.85,52,11.0014,264
10-05-12,Winter,0,1, Clear + Few clouds,24.6,29.545,73,19.0012,264
03-07-12,Spring,0,1, Clear + Few clouds,12.3,13.635,61,22.0028,264
3/13/2012 15:00,Spring,0,1, Clear + Few clouds,28.7,31.82,39,15.0013,264
11-12-12,Winter,1,0, Clear + Few clouds,16.4,20.455,87,0,264
06-08-12,Summer,0,1, Clear + Few clouds,28.7,31.82,42,16.9979,264
06-11-11,Summer,0,0, Clear + Few clouds,30.34,34.09,58,11.0014,264
07-03-11,Fall,0,0, Clear + Few clouds,30.34,34.85,66,11.0014,264
2/13/2012 19:00,Spring,0,1, Clear + Few clouds,13.94,16.665,25,8.9981,263
07-01-11,Fall,0,1, Clear + Few clouds,32.8,34.85,26,0,263
10/15/2012 11:00,Winter,0,1, Mist + Cloudy ,24.6,29.545,73,26.0027,263
08-03-12,Fall,0,1, Mist + Cloudy ,34.44,39.395,49,19.0012,263
9/19/2011 16:00,Fall,0,1, Mist + Cloudy ,24.6,30.305,60,11.0014,263
03-04-12,Spring,0,0, Clear + Few clouds,13.94,14.395,31,36.9974,263
4/16/2012 13:00,Summer,1,0, Clear + Few clouds,30.34,33.335,45,19.9995,263
5/16/2012 14:00,Summer,0,1, Clear + Few clouds,29.52,32.575,42,6.0032,263
05-08-12,Summer,0,1, Mist + Cloudy ,25.42,30.305,65,22.0028,263
1/18/2012 7:00,Spring,0,1, Clear + Few clouds,13.12,14.395,42,23.9994,263
08-01-12,Fall,0,1, Clear + Few clouds,33.62,37.88,46,11.0014,263
05-07-12,Summer,0,1, Mist + Cloudy ,22.96,26.515,68,15.0013,263
04-10-11,Summer,0,0, Clear + Few clouds,18.86,22.725,82,7.0015,263
7/13/2012 22:00,Fall,0,1, Clear + Few clouds,30.34,33.335,45,0,263
8/19/2011 7:00,Fall,0,1, Mist + Cloudy ,27.06,30.305,83,6.0032,263
11-02-12,Winter,0,1, Mist + Cloudy ,16.4,20.455,40,32.9975,262
05-07-12,Summer,0,1, Mist + Cloudy ,25.42,31.06,53,19.9995,262
12-06-11,Winter,0,1, Mist + Cloudy ,18.86,22.725,100,15.0013,262
11-06-11,Winter,0,0, Clear + Few clouds,14.76,18.18,66,6.0032,262
4/19/2012 15:00,Summer,0,1, Clear + Few clouds,24.6,31.06,43,0,262
11-09-12,Winter,0,1, Clear + Few clouds,18.04,21.97,41,22.0028,262
02-10-12,Spring,0,1, Mist + Cloudy ,13.12,17.425,57,0,262
2/14/2012 9:00,Spring,0,1, Mist + Cloudy ,10.66,14.395,56,6.0032,262
10-01-12,Winter,0,1," Light Snow, Light Rain",22.14,25.76,68,0,262
7/17/2011 20:00,Fall,0,0, Clear + Few clouds,31.16,35.605,58,16.9979,262
08-02-12,Fall,0,1, Clear + Few clouds,30.34,34.85,70,12.998,262
03-02-12,Spring,0,1, Clear + Few clouds,12.3,16.665,70,0,262
7/15/2011 21:00,Fall,0,1, Clear + Few clouds,27.06,31.06,54,7.0015,261
9/15/2011 17:00,Fall,0,1," Light Snow, Light Rain",19.68,23.485,82,31.0009,261
7/14/2011 21:00,Fall,0,1, Clear + Few clouds,27.06,31.06,50,8.9981,261
08-07-12,Fall,0,1, Mist + Cloudy ,33.62,37.88,46,0,261
10-04-11,Winter,0,1, Clear + Few clouds,21.32,25,68,15.0013,261
06-11-12,Summer,0,1, Mist + Cloudy ,32.8,36.365,43,12.998,261
8/18/2012 22:00,Fall,0,0, Clear + Few clouds,27.06,31.06,61,0,261
9/14/2011 20:00,Fall,0,1, Mist + Cloudy ,29.52,33.335,58,27.9993,261
6/16/2011 9:00,Summer,0,1, Mist + Cloudy ,25.42,30.305,65,12.998,261
11/14/2012 15:00,Winter,0,1, Clear + Few clouds,14.76,16.665,43,19.0012,260
05-06-11,Summer,0,1, Clear + Few clouds,24.6,31.06,38,26.0027,260
10/15/2012 15:00,Winter,0,1, Clear + Few clouds,24.6,28.79,78,22.0028,260
3/19/2012 14:00,Spring,0,1, Mist + Cloudy ,26.24,31.06,57,12.998,260
3/16/2012 13:00,Spring,0,1, Mist + Cloudy ,18.86,22.725,77,6.0032,260
10-11-12,Winter,0,1, Clear + Few clouds,17.22,21.21,62,8.9981,260
4/18/2012 20:00,Summer,0,1, Mist + Cloudy ,17.22,21.21,77,7.0015,260
9/18/2011 10:00,Fall,0,0, Clear + Few clouds,20.5,24.24,72,11.0014,260
08-09-12,Fall,0,1, Clear + Few clouds,34.44,37.88,44,0,260
10-06-11,Winter,0,1, Clear + Few clouds,20.5,24.24,77,7.0015,260
07-01-11,Fall,0,1, Clear + Few clouds,30.34,32.575,35,11.0014,260
10-02-12,Winter,0,1," Light Snow, Light Rain",23.78,27.275,83,7.0015,260
03-07-12,Spring,0,1, Clear + Few clouds,20.5,24.24,51,16.9979,260
8/16/2012 15:00,Fall,0,1, Clear + Few clouds,32.8,34.85,33,16.9979,260
03-05-12,Spring,0,1, Clear + Few clouds,7.38,9.85,59,8.9981,260
12-03-12,Winter,0,1, Clear + Few clouds,24.6,31.06,53,0,260
8/13/2011 10:00,Fall,0,0, Mist + Cloudy ,29.52,34.85,74,15.0013,260
09-02-11,Fall,0,1, Mist + Cloudy ,27.06,31.06,69,15.0013,260
10-05-12,Winter,0,1, Clear + Few clouds,27.06,31.06,54,0,260
03-11-11,Spring,0,1, Clear + Few clouds,11.48,13.635,70,16.9979,259
06-11-12,Summer,0,1, Clear + Few clouds,32.8,35.605,41,23.9994,259
05-11-11,Summer,0,1, Clear + Few clouds,26.24,31.06,47,7.0015,259
5/19/2012 21:00,Summer,0,0, Clear + Few clouds,26.24,31.06,50,0,259
09-02-11,Fall,0,1, Clear + Few clouds,24.6,28.03,83,7.0015,259
06-11-12,Summer,0,1, Mist + Cloudy ,33.62,36.365,34,19.0012,259
8/13/2011 14:00,Fall,0,0, Clear + Few clouds,30.34,34.85,70,16.9979,259
04-10-12,Summer,0,1, Clear + Few clouds,22.14,25.76,22,19.0012,259
11-10-12,Winter,0,0, Clear + Few clouds,14.76,17.425,66,12.998,259
05-09-12,Summer,0,1, Mist + Cloudy ,26.24,31.06,53,7.0015,259
06-03-11,Summer,0,1, Clear + Few clouds,27.06,31.06,27,19.0012,259
8/14/2011 19:00,Fall,0,0, Clear + Few clouds,29.52,34.85,74,15.0013,259
4/14/2011 19:00,Summer,0,1, Clear + Few clouds,22.14,25.76,32,0,259
08-09-12,Fall,0,1, Mist + Cloudy ,27.06,31.06,69,15.0013,259
3/15/2012 14:00,Spring,0,1, Mist + Cloudy ,29.52,32.575,30,7.0015,258
04-03-12,Summer,0,1, Clear + Few clouds,19.68,23.485,23,0,258
3/16/2012 17:00,Spring,0,1," Light Snow, Light Rain",19.68,23.485,82,6.0032,258
05-04-12,Summer,0,1, Mist + Cloudy ,28.7,32.575,61,0,258
07-12-11,Fall,0,1, Clear + Few clouds,33.62,37.12,43,7.0015,258
12/15/2011 7:00,Winter,0,1, Clear + Few clouds,13.12,15.91,70,12.998,258
8/15/2011 7:00,Fall,0,1, Clear + Few clouds,24.6,27.275,88,16.9979,258
06-01-12,Summer,0,1," Light Snow, Light Rain",29.52,34.09,66,19.0012,258
03-11-12,Spring,0,0, Clear + Few clouds,20.5,24.24,31,19.0012,258
2/16/2012 19:00,Spring,0,1, Mist + Cloudy ,13.12,15.91,87,11.0014,258
05-05-11,Summer,0,1, Clear + Few clouds,20.5,24.24,34,11.0014,258
11-11-11,Winter,1,0, Clear + Few clouds,12.3,13.635,42,23.9994,258
04-04-12,Summer,0,1, Mist + Cloudy ,25.42,31.06,46,12.998,258
07-01-12,Fall,0,0, Clear + Few clouds,34.44,37.12,39,8.9981,258
5/18/2012 21:00,Summer,0,1, Clear + Few clouds,24.6,31.06,40,0,258
09-03-11,Fall,0,0," Light Snow, Light Rain",27.06,31.06,65,16.9979,258
12/15/2012 19:00,Winter,0,0, Clear + Few clouds,14.76,17.425,62,8.9981,257
12-11-12,Winter,0,1, Clear + Few clouds,13.12,15.15,53,15.0013,257
03-08-11,Spring,0,1, Clear + Few clouds,9.02,11.365,55,12.998,257
04-09-11,Summer,0,0, Mist + Cloudy ,15.58,19.695,82,6.0032,257
5/19/2011 7:00,Summer,0,1, Mist + Cloudy ,20.5,24.24,100,0,257
11-05-12,Winter,0,1, Mist + Cloudy ,12.3,14.395,52,19.0012,257
4/17/2012 14:00,Summer,0,1, Clear + Few clouds,26.24,31.06,27,19.0012,257
11/19/2012 15:00,Winter,0,1, Clear + Few clouds,18.04,21.97,54,12.998,257
09-03-11,Fall,0,0, Clear + Few clouds,28.7,32.575,61,15.0013,257
12/16/2012 10:00,Winter,0,0, Mist + Cloudy ,14.76,17.425,87,8.9981,257
3/13/2011 16:00,Spring,0,0, Clear + Few clouds,18.86,22.725,41,26.0027,256
10-07-11,Winter,0,1, Clear + Few clouds,25.42,31.06,50,0,256
2/14/2011 8:00,Spring,0,1, Clear + Few clouds,15.58,19.695,40,31.0009,256
06-12-11,Summer,0,0, Clear + Few clouds,28.7,33.335,74,11.0014,256
03-04-12,Spring,0,0, Clear + Few clouds,13.12,14.395,45,26.0027,256
1/18/2012 19:00,Spring,0,1, Clear + Few clouds,9.02,9.85,37,26.0027,256
05-04-12,Summer,0,1, Clear + Few clouds,24.6,28.03,83,6.0032,256
9/17/2011 19:00,Fall,0,0, Clear + Few clouds,21.32,25,68,8.9981,256
06-01-11,Summer,0,1, Mist + Cloudy ,30.34,35.605,79,16.9979,256
07-07-12,Fall,0,0, Clear + Few clouds,34.44,41.665,59,11.0014,256
01-08-12,Spring,0,0, Clear + Few clouds,14.76,17.425,46,15.0013,256
03-02-11,Spring,0,1, Clear + Few clouds,9.84,10.605,65,19.0012,256
12-01-12,Winter,0,0, Mist + Cloudy ,11.48,13.635,89,11.0014,256
11-06-11,Winter,0,0, Clear + Few clouds,18.04,21.97,62,11.0014,256
11-07-12,Winter,0,1, Mist + Cloudy ,13.12,15.15,49,22.0028,256
10/13/2012 20:00,Winter,0,0, Clear + Few clouds,16.4,20.455,54,6.0032,255
8/14/2012 14:00,Fall,0,1, Clear + Few clouds,33.62,37.12,41,15.0013,255
07-09-12,Fall,0,1, Mist + Cloudy ,31.16,34.85,55,16.9979,255
11-09-12,Winter,0,1, Clear + Few clouds,14.76,17.425,66,8.9981,255
2/16/2011 17:00,Spring,0,1, Clear + Few clouds,18.86,22.725,28,19.0012,255
04-09-12,Summer,0,1, Clear + Few clouds,23.78,27.275,28,36.9974,255
09-11-12,Fall,0,1, Clear + Few clouds,27.88,31.06,30,6.0032,255
6/13/2012 13:00,Summer,0,1, Mist + Cloudy ,28.7,31.82,45,26.0027,255
5/18/2012 10:00,Summer,0,1, Clear + Few clouds,24.6,31.06,46,8.9981,255
8/17/2012 21:00,Fall,0,1, Mist + Cloudy ,27.88,12.12,69,19.9995,255
7/17/2012 12:00,Fall,0,1, Mist + Cloudy ,36.9,40.91,35,0,254
9/13/2012 11:00,Fall,0,1, Clear + Few clouds,27.06,31.06,50,11.0014,254
10-09-12,Winter,0,1, Mist + Cloudy ,21.32,25,63,11.0014,254
3/14/2012 13:00,Spring,0,1, Clear + Few clouds,27.06,31.06,27,15.0013,254
7/19/2012 13:00,Fall,0,1, Clear + Few clouds,34.44,38.635,47,8.9981,254
8/13/2012 13:00,Fall,0,1, Clear + Few clouds,31.98,34.85,40,11.0014,254
10-10-11,Winter,1,0, Clear + Few clouds,21.32,25,83,0,254
06-09-11,Summer,0,1, Mist + Cloudy ,32.8,36.365,43,12.998,254
11-04-11,Winter,0,1, Mist + Cloudy ,17.22,21.21,71,31.0009,254
12-04-11,Winter,0,0, Clear + Few clouds,13.94,16.665,81,11.0014,254
06-01-12,Summer,0,1," Light Snow, Light Rain",29.52,34.09,66,19.0012,254
08-02-11,Fall,0,1, Clear + Few clouds,32.8,37.12,52,15.0013,254
11-01-11,Winter,0,1, Clear + Few clouds,13.94,16.665,76,12.998,254
12-11-12,Winter,0,1, Mist + Cloudy ,15.58,19.695,50,15.0013,254
06-10-12,Summer,0,0, Clear + Few clouds,29.52,34.09,62,11.0014,253
3/16/2011 8:00,Spring,0,1, Mist + Cloudy ,13.12,15.91,93,0,253
3/16/2011 17:00,Spring,0,1, Mist + Cloudy ,18.04,21.97,54,19.9995,253
11/17/2012 19:00,Winter,0,0, Clear + Few clouds,13.94,17.425,53,6.0032,253
07-08-12,Fall,0,0, Clear + Few clouds,31.98,37.12,62,7.0015,253
2/19/2012 15:00,Spring,0,0, Mist + Cloudy ,12.3,14.395,49,12.998,253
05-06-11,Summer,0,1, Clear + Few clouds,23.78,27.275,40,22.0028,253
08-12-11,Fall,0,1, Clear + Few clouds,31.98,34.09,29,6.0032,253
08-07-12,Fall,0,1, Mist + Cloudy ,32.8,37.12,52,12.998,253
12-09-12,Winter,0,0," Light Snow, Light Rain",14.76,17.425,93,11.0014,253
09-05-11,Fall,1,0, Mist + Cloudy ,27.88,31.82,79,19.0012,253
02-08-12,Spring,0,1, Mist + Cloudy ,9.84,12.88,70,11.0014,253
11-03-11,Winter,0,1, Clear + Few clouds,18.04,21.97,67,6.0032,252
9/17/2012 11:00,Fall,0,1, Mist + Cloudy ,25.42,30.305,69,15.0013,252
7/16/2011 21:00,Fall,0,0, Clear + Few clouds,28.7,32.575,58,15.0013,252
11/19/2012 13:00,Winter,0,1, Clear + Few clouds,18.04,21.97,54,16.9979,251
10-12-11,Winter,0,1," Light Snow, Light Rain",22.14,25.76,94,15.0013,251
10-03-12,Winter,0,1, Mist + Cloudy ,29.52,34.09,70,11.0014,251
12/19/2011 19:00,Winter,0,1, Mist + Cloudy ,14.76,17.425,53,11.0014,251
9/13/2012 22:00,Fall,0,1, Clear + Few clouds,24.6,29.545,69,8.9981,251
5/17/2012 22:00,Summer,0,1, Clear + Few clouds,22.96,26.515,43,6.0032,251
03-08-12,Spring,0,1, Mist + Cloudy ,22.96,26.515,60,30.0026,251
11-09-12,Winter,0,1, Clear + Few clouds,16.4,20.455,47,19.9995,251
11-02-11,Winter,0,1, Clear + Few clouds,12.3,16.665,81,0,251
11/16/2012 14:00,Winter,0,1, Clear + Few clouds,17.22,21.21,35,7.0015,251
10-11-12,Winter,0,1, Clear + Few clouds,18.86,22.725,36,0,251
04-04-12,Summer,0,1, Mist + Cloudy ,24.6,31.06,46,16.9979,251
08-10-12,Fall,0,1," Light Snow, Light Rain",27.88,31.82,79,8.9981,251
06-05-11,Summer,0,0, Mist + Cloudy ,25.42,29.545,73,6.0032,251
9/16/2011 12:00,Fall,0,1, Mist + Cloudy ,21.32,25,45,0,251
4/15/2012 9:00,Summer,0,0, Clear + Few clouds,22.14,25.76,56,15.0013,251
7/13/2011 21:00,Fall,0,1, Clear + Few clouds,28.7,33.335,79,7.0015,250
08-07-12,Fall,0,1, Mist + Cloudy ,30.34,34.85,70,8.9981,250
07-08-11,Fall,0,1, Clear + Few clouds,27.06,30.305,83,11.0014,250
12-09-11,Winter,0,1, Clear + Few clouds,14.76,17.425,62,8.9981,250
6/18/2012 9:00,Summer,0,1, Mist + Cloudy ,22.14,25.76,83,15.0013,250
06-10-11,Summer,0,1, Clear + Few clouds,31.16,35.605,62,7.0015,250
07-08-12,Fall,0,0, Clear + Few clouds,31.98,37.12,62,11.0014,250
03-12-12,Spring,0,1, Mist + Cloudy ,22.14,25.76,32,16.9979,250
6/17/2011 7:00,Summer,0,1, Clear + Few clouds,24.6,28.03,83,0,250
06-08-12,Summer,0,1, Clear + Few clouds,27.06,31.06,47,16.9979,249
12-01-12,Winter,0,0, Mist + Cloudy ,13.12,17.425,81,0,249
03-09-11,Spring,0,1, Mist + Cloudy ,9.84,12.12,87,8.9981,249
07-10-12,Fall,0,1, Clear + Few clouds,32.8,36.365,46,12.998,249
10-03-11,Winter,0,1, Mist + Cloudy ,14.76,17.425,71,8.9981,249
9/17/2011 10:00,Fall,0,0, Mist + Cloudy ,20.5,24.24,68,19.0012,249
08-12-11,Fall,0,1, Clear + Few clouds,32.8,34.85,29,11.0014,249
05-01-12,Summer,0,1, Mist + Cloudy ,29.52,33.335,51,15.0013,249
10/13/2012 0:00,Winter,0,0, Clear + Few clouds,14.76,18.18,57,6.0032,249
11/17/2012 9:00,Winter,0,0, Clear + Few clouds,13.94,15.91,49,15.0013,248
8/13/2012 14:00,Fall,0,1, Clear + Few clouds,32.8,34.85,33,7.0015,248
06-06-12,Summer,0,1, Clear + Few clouds,21.32,25,77,6.0032,248
12-05-11,Winter,0,1, Clear + Few clouds,20.5,24.24,63,6.0032,248
06-02-11,Summer,0,1, Clear + Few clouds,27.06,31.06,31,12.998,248
4/19/2012 22:00,Summer,0,1, Clear + Few clouds,21.32,25,59,12.998,248
11-06-12,Winter,0,1, Clear + Few clouds,13.12,16.665,45,8.9981,248
10-02-11,Winter,0,0, Mist + Cloudy ,14.76,16.665,71,19.0012,248
9/15/2011 20:00,Fall,0,1, Clear + Few clouds,18.86,22.725,63,22.0028,248
03-08-11,Spring,0,1, Clear + Few clouds,14.76,17.425,27,15.0013,248
10-08-11,Winter,0,0, Clear + Few clouds,22.14,25.76,68,8.9981,248
09-07-12,Fall,0,1, Clear + Few clouds,27.06,29.545,89,16.9979,248
02-05-12,Spring,0,0, Mist + Cloudy ,10.66,12.88,65,12.998,248
06-11-12,Summer,0,1, Mist + Cloudy ,32.8,35.605,41,19.9995,248
06-03-11,Summer,0,1, Clear + Few clouds,26.24,31.06,29,7.0015,247
06-05-12,Summer,0,1, Mist + Cloudy ,22.14,25.76,56,15.0013,247
12/18/2012 14:00,Winter,0,1, Clear + Few clouds,18.86,22.725,47,30.0026,247
09-11-12,Fall,0,1, Clear + Few clouds,26.24,31.06,33,6.0032,247
05-07-12,Summer,0,1, Mist + Cloudy ,22.14,25.76,45,15.0013,247
12/14/2011 7:00,Winter,0,1, Clear + Few clouds,11.48,15.91,75,0,247
08-09-12,Fall,0,1, Clear + Few clouds,36.08,38.635,32,15.0013,247
7/15/2011 13:00,Fall,0,1, Clear + Few clouds,28.7,32.575,54,12.998,247
05-10-12,Summer,0,1, Clear + Few clouds,22.96,26.515,37,27.9993,247
11-11-11,Winter,1,0, Clear + Few clouds,15.58,19.695,37,31.0009,247
9/19/2012 11:00,Fall,0,1, Clear + Few clouds,24.6,31.06,43,16.9979,247
07-09-11,Fall,0,0, Clear + Few clouds,30.34,34.09,58,19.0012,247
10-06-12,Winter,0,0, Clear + Few clouds,19.68,23.485,55,16.9979,247
10-05-11,Winter,0,1, Clear + Few clouds,21.32,25,77,11.0014,246
12-02-11,Winter,0,1, Clear + Few clouds,11.48,15.91,81,0,246
6/17/2012 21:00,Summer,0,0, Clear + Few clouds,25.42,31.06,57,12.998,246
10/14/2012 20:00,Winter,0,0, Clear + Few clouds,22.14,25.76,73,15.0013,246
9/14/2012 10:00,Fall,0,1, Mist + Cloudy ,27.88,31.82,65,0,246
05-03-12,Summer,0,1, Clear + Few clouds,25.42,29.545,78,0,246
12/18/2012 15:00,Winter,0,1, Clear + Few clouds,18.86,22.725,44,32.9975,246
04-06-12,Summer,0,1, Clear + Few clouds,12.3,14.395,49,19.0012,246
2/18/2012 18:00,Spring,0,0, Clear + Few clouds,18.86,22.725,38,19.9995,246
6/13/2012 11:00,Summer,0,1, Mist + Cloudy ,27.06,31.06,54,30.0026,246
04-05-12,Summer,0,1, Clear + Few clouds,17.22,21.21,35,19.0012,246
05-06-11,Summer,0,1, Clear + Few clouds,22.96,26.515,49,23.9994,246
12-08-12,Winter,0,0, Clear + Few clouds,16.4,20.455,87,0,246
9/18/2011 19:00,Fall,0,0, Mist + Cloudy ,22.14,25.76,68,7.0015,245
11-08-12,Winter,0,1, Clear + Few clouds,15.58,19.695,29,31.0009,245
08-05-11,Fall,0,1, Mist + Cloudy ,31.98,35.605,52,16.9979,245
9/13/2011 21:00,Fall,0,1, Clear + Few clouds,26.24,29.545,78,11.0014,245
12-04-11,Winter,0,0, Clear + Few clouds,15.58,19.695,76,8.9981,245
11-04-11,Winter,0,1, Mist + Cloudy ,16.4,20.455,86,15.0013,245
07-05-11,Fall,0,1, Clear + Few clouds,31.98,37.12,62,16.9979,245
05-02-12,Summer,0,1, Mist + Cloudy ,23.78,27.275,83,15.0013,245
12/14/2011 16:00,Winter,0,1, Mist + Cloudy ,15.58,19.695,54,7.0015,245
12-10-12,Winter,0,1, Mist + Cloudy ,18.86,22.725,94,12.998,245
12-06-12,Winter,0,1, Clear + Few clouds,12.3,16.665,39,0,245
09-05-12,Fall,0,1, Clear + Few clouds,31.98,38.635,70,12.998,245
8/13/2012 11:00,Fall,0,1, Clear + Few clouds,31.16,34.09,40,6.0032,245
8/18/2011 16:00,Fall,0,1, Clear + Few clouds,32.8,36.365,46,23.9994,245
10-01-12,Winter,0,1, Mist + Cloudy ,24.6,31.06,43,7.0015,244
12-08-11,Winter,0,1, Clear + Few clouds,9.02,10.605,60,15.0013,244
3/13/2012 12:00,Spring,0,1, Clear + Few clouds,24.6,30.305,60,19.0012,244
09-05-11,Fall,1,0, Mist + Cloudy ,28.7,32.575,70,11.0014,244
11-05-12,Winter,0,1, Clear + Few clouds,14.76,16.665,43,22.0028,244
7/17/2012 22:00,Fall,0,1, Clear + Few clouds,32.8,37.88,55,15.0013,244
3/13/2012 21:00,Spring,0,1, Clear + Few clouds,23.78,27.275,56,7.0015,244
7/17/2012 15:00,Fall,0,1, Clear + Few clouds,37.72,40.91,31,11.0014,244
12/17/2011 12:00,Winter,0,0, Mist + Cloudy ,11.48,12.88,45,19.0012,244
6/18/2011 10:00,Summer,0,0, Clear + Few clouds,29.52,34.09,62,12.998,244
03-12-11,Spring,0,0, Clear + Few clouds,18.86,22.725,41,30.0026,244
06-09-12,Summer,0,0, Clear + Few clouds,25.42,30.305,61,7.0015,244
4/17/2012 12:00,Summer,0,1, Clear + Few clouds,24.6,31.06,33,23.9994,244
07-11-12,Fall,0,1, Clear + Few clouds,29.52,33.335,58,16.9979,244
07-05-12,Fall,0,1, Clear + Few clouds,36.9,40.91,35,19.9995,244
6/19/2011 10:00,Summer,0,0, Mist + Cloudy ,28.7,32.575,61,7.0015,244
10-09-12,Winter,0,1, Mist + Cloudy ,22.14,25.76,64,12.998,244
05-08-11,Summer,0,0, Clear + Few clouds,23.78,27.275,49,8.9981,244
04-03-11,Summer,0,0, Clear + Few clouds,17.22,21.21,41,16.9979,243
4/15/2011 16:00,Summer,1,0, Clear + Few clouds,21.32,25,55,32.9975,243
02-08-11,Spring,0,1, Clear + Few clouds,9.84,9.85,56,32.9975,243
3/15/2012 21:00,Spring,0,1, Clear + Few clouds,22.14,25.76,68,19.0012,243
07-01-11,Fall,0,1, Clear + Few clouds,27.06,31.06,54,7.0015,243
6/17/2011 12:00,Summer,0,1, Clear + Few clouds,28.7,32.575,65,16.9979,243
6/17/2011 15:00,Summer,0,1, Clear + Few clouds,31.98,34.85,43,15.0013,243
12/16/2012 17:00,Winter,0,0, Mist + Cloudy ,15.58,19.695,82,7.0015,243
04-03-12,Summer,0,1, Clear + Few clouds,22.14,25.76,45,0,243
2/14/2011 17:00,Spring,0,1, Clear + Few clouds,18.86,22.725,33,40.9973,243
05-09-12,Summer,0,1, Mist + Cloudy ,26.24,31.06,53,16.9979,243
12/16/2011 9:00,Winter,0,1, Clear + Few clouds,14.76,16.665,46,26.0027,243
02-11-12,Spring,0,0, Mist + Cloudy ,10.66,12.12,81,16.9979,243
12/13/2012 14:00,Winter,0,1, Clear + Few clouds,14.76,17.425,34,11.0014,242
10-07-11,Winter,0,1, Clear + Few clouds,17.22,21.21,94,0,242
07-10-12,Fall,0,1, Clear + Few clouds,33.62,36.365,38,11.0014,242
12-11-11,Winter,0,0, Clear + Few clouds,12.3,16.665,28,0,242
07-08-12,Fall,0,0, Clear + Few clouds,35.26,40.91,50,7.0015,242
11/19/2012 12:00,Winter,0,1, Mist + Cloudy ,16.4,20.455,62,19.0012,242
07-09-12,Fall,0,1, Mist + Cloudy ,30.34,34.09,55,16.9979,242
6/14/2012 22:00,Summer,0,1, Mist + Cloudy ,26.24,30.305,65,15.0013,242
03-01-11,Spring,0,1, Clear + Few clouds,13.94,17.425,34,6.0032,242
12-12-11,Winter,0,1, Clear + Few clouds,11.48,15.15,61,6.0032,241
11/13/2011 10:00,Winter,0,0, Clear + Few clouds,18.04,21.97,44,22.0028,241
10-03-12,Winter,0,1, Clear + Few clouds,27.06,31.06,74,0,241
12/19/2012 20:00,Winter,0,1, Clear + Few clouds,14.76,17.425,57,15.0013,241
07-05-12,Fall,0,1, Clear + Few clouds,37.72,41.665,33,22.0028,241
07-06-11,Fall,0,1, Clear + Few clouds,28.7,33.335,79,12.998,241
11-05-12,Winter,0,1, Clear + Few clouds,13.12,15.15,49,16.9979,241
7/19/2011 21:00,Fall,0,1, Clear + Few clouds,30.34,35.605,74,8.9981,241
07-11-12,Fall,0,1, Clear + Few clouds,32.8,35.605,41,15.0013,241
3/14/2011 8:00,Spring,0,1, Mist + Cloudy ,12.3,15.15,56,8.9981,241
01-06-12,Spring,0,1, Clear + Few clouds,9.84,12.12,70,11.0014,241
12/13/2012 20:00,Winter,0,1, Clear + Few clouds,12.3,16.665,45,0,241
3/13/2011 17:00,Spring,0,0, Clear + Few clouds,18.04,21.97,41,23.9994,241
12-10-11,Winter,0,0, Clear + Few clouds,13.12,14.395,31,26.0027,241
06-03-11,Summer,0,1, Clear + Few clouds,28.7,31.82,28,19.0012,240
05-02-12,Summer,0,1, Clear + Few clouds,25.42,30.305,69,6.0032,240
08-10-11,Fall,0,1, Clear + Few clouds,33.62,36.365,38,19.9995,240
10-02-12,Winter,0,1, Mist + Cloudy ,25.42,27.275,94,7.0015,240
11/14/2012 12:00,Winter,0,1, Clear + Few clouds,13.94,16.665,46,0,240
11/14/2011 20:00,Winter,0,1, Clear + Few clouds,24.6,31.06,53,23.9994,240
01-10-12,Spring,0,1, Clear + Few clouds,17.22,21.21,38,23.9994,240
11-06-12,Winter,0,1, Clear + Few clouds,14.76,18.18,40,7.0015,240
01-09-12,Spring,0,1, Mist + Cloudy ,9.02,12.12,60,7.0015,240
12-07-12,Winter,0,1, Mist + Cloudy ,13.94,16.665,71,12.998,240
11-03-12,Winter,0,0, Clear + Few clouds,14.76,17.425,50,11.0014,239
05-08-11,Summer,0,0, Clear + Few clouds,22.96,26.515,64,0,239
5/19/2012 23:00,Summer,0,0, Clear + Few clouds,24.6,31.06,56,11.0014,239
05-07-12,Summer,0,1, Mist + Cloudy ,25.42,31.06,50,23.9994,239
4/17/2012 11:00,Summer,0,1, Clear + Few clouds,24.6,31.06,33,27.9993,239
10/15/2012 19:00,Winter,0,1," Light Snow, Light Rain",21.32,25,83,6.0032,239
08-08-12,Fall,0,1, Mist + Cloudy ,32.8,37.12,52,0,239
